Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
325,7,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,Customer Support Response,a highland moon enchantment by mary morgan historical pnr mobpromos mmorganauthor via jacqbiggar,highland moon enchantment mary morgan historical pnr mobpromos mmorganauthor via jacqbiggar,11
326,1,@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,Safety & Security,railminindia our bag was stolen while traveling frombhopal to mathura color mustard mk is written on it some cash and imp documents,railminindia bag stolen traveling frombhopal mathura color mustard mk written cash imp documents,13
327,0,@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,Cleanliness & Facilities,railminindia water not available in train no coach spnr,railminindia water available train coach spnr,6
328,0,@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,Cleanliness & Facilities,railminindia pnr no water in any of the taps provided be it washbasin or toilets,railminindia pnr water taps provided washbasin toilets,7
329,3,@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,Food & Catering,railminindia mealsonwheels missing cutlery drink sache etc server n tt say menu old c just fyi,railminindia mealsonwheels missing cutlery drink sache etc server n tt say menu old c fyi,15
330,3,"@RailMinIndia Sir,???? ?????? ???? Tweet Delete ?? ???? ??,water point ?? ???????? ???? ???? ?? ??? ??,???? ??????? ???? ?? ???? action ????",Food & Catering,railminindia sir tweet delete water point action,railminindia sir tweet delete water point action,7
331,4,@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. A… https://t.co/p5Ispx8g3R,Delay / Running Status,railminindia drmbrcwr maximum train stoppage in bharuch we want also stoppage of more train in evening time a,railminindia drmbrcwr maximum train stoppage bharuch want also stoppage train evening time,12
332,0,"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",Cleanliness & Facilities,railminindia sureshpprabhu filthy toilet in a coach of shalimar exp coach smelling rotten can any reduce our tragedy,railminindia sureshpprabhu filthy toilet coach shalimar exp coach smelling rotten reduce tragedy,12
333,3,@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,Food & Catering,sureshpprabhu railminindia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it,sureshpprabhu railminindia sir yesterday saw launch irctc menu kids healthy junk food pls look,14
334,1,"@RailMinIndia @Abhishe10700831 Sir, FIR has been lodged by GRP/Gwalior vide Cr.No. 75/16 U/S 380 IPC.",Safety & Security,railminindia abhishe sir fir has been lodged by grpgwalior vide crno us ipc,railminindia abhishe sir fir lodged grpgwalior vide crno us ipc,10
335,6,"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",Irrelevant & Noise,rt lisacbooks dark pursuit a pnr holiday story is on sale for cents,rt lisacbooks dark pursuit pnr holiday story sale cents,9
336,5,@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,Ticketing & Reservation,ankulaagarwal drmbct railminindia iredmechg crsechgsrly ccrbct srdmebct drmbct please take na,ankulaagarwal drmbct railminindia iredmechg crsechgsrly ccrbct srdmebct drmbct please take na,11
337,6,"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",Irrelevant & Noise,railminindia soumyaz sir attended u r mother at berhampur amp khurda road but she had no problem thanks for calling us,railminindia soumyaz sir attended u r mother berhampur amp khurda road problem thanks calling us,15
338,1,"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",Safety & Security,railminindia sureshpprabhu train doj in frst general coachnd part ppl r fighting n in another only few ppl are therewhy,railminindia sureshpprabhu train doj frst general coachnd part ppl r fighting n another ppl therewhy,15
339,0,"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",Cleanliness & Facilities,railminindia sureshpprabhusirproblem still persistno water in toilets and wash basintrain is halted at small stops making it more late,railminindia sureshpprabhusirproblem still persistno water toilets wash basintrain halted small stops making late,13
340,3,@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,Food & Catering,railminindia sureshpprabhuhe replied if you can complain you cani am from irctc not any vendorpnr no,railminindia sureshpprabhuhe replied complain cani irctc vendorpnr,7
341,4,"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",Delay / Running Status,railminindia drmmumbaicr gmcrly today during the morning peak hours trains were jam packed amp late by almost mins made in india,railminindia drmmumbaicr gmcrly today morning peak hours trains jam packed amp late almost mins made india,16
342,5,@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,Ticketing & Reservation,sureshpprabhu sir plz help to get handicap id card for online ticket booking on irctc officials at cstm stn not helping railminindia,sureshpprabhu sir plz help get handicap id card online ticket booking irctc officials cstm stn helping railminindia,17
343,6,"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",Irrelevant & Noise,railminindia thanks for quick responsestaff attendedinform me that sun window screen was there sorry for misunderstanding on my part,railminindia thanks quick responsestaff attendedinform sun window screen sorry misunderstanding part,11
344,3,@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,Food & Catering,railminindia please enquiry pantry carmineral water neer not salecoming station santasale water other local company,railminindia please enquiry pantry carmineral water neer salecoming station santasale water local company,13
345,5,"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",Ticketing & Reservation,railminindia dearsirmymom is gt yrs and my law she is but i hv cnfrm ticket from yuva pnr ub for bth fplz help forub to lb,railminindia dearsirmymom gt yrs law hv cnfrm ticket yuva pnr ub bth fplz help forub lb,16
346,5,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",Ticketing & Reservation,railminindia drmadiwr piyushgoyal irctcltd ajmer exp some people sleeping in local coash senior citizen ladies many people standing,railminindia drmadiwr piyushgoyal irctcltd ajmer exp people sleeping local coash senior citizen ladies many people standing,16
347,0,@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,Cleanliness & Facilities,railminindia train no coach b no water in toilet since morningkindly help,railminindia train coach b water toilet since morningkindly help,9
348,5,@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,Ticketing & Reservation,railminindia i dont know how transgenders enter in sleeper class without valid ticket and bag for money and bother young boys,railminindia dont know transgenders enter sleeper class without valid ticket bag money bother young boys,15
349,3,@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,Food & Catering,railminindia drmdelhi water point vendor at pf charging extra money for water without any reason,railminindia drmdelhi water point vendor pf charging extra money water without reason,12
350,0,@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,Cleanliness & Facilities,railminindia sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area,railminindia sureshpprabhu cleaning staff railways dumping garbage gaps vestibule area,10
351,4,@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,Delay / Running Status,sureshpprabhu railminindia sir mai month me bar yatra kr aur aaj bhi kr rha anvtbsb se aur hr bar ye late h aur aaj bhi late,sureshpprabhu railminindia sir mai month bar yatra kr aur aaj bhi kr rha anvtbsb se aur hr bar ye late h aur aaj bhi late,25
352,3,"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",Food & Catering,railminindia piyushgoyal irctcltd sir can we get for which we all r paying or just cheating in name of food,railminindia piyushgoyal irctcltd sir get r paying cheating name food,10
353,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",Cleanliness & Facilities,railminindia boarded train number starting from new delhi station b compartment is completely dirty,railminindia boarded train number starting new delhi station b compartment completely dirty,12
354,6,@RailMinIndia replace the boggie at the latest,Irrelevant & Noise,railminindia replace the boggie at the latest,railminindia replace boggie latest,4
355,0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,Cleanliness & Facilities,sureshpprabhu railminindia last night travel from badneramhfound no cleanlinessstationtoiletswater dispenser was in bad shape,sureshpprabhu railminindia last night travel badneramhfound cleanlinessstationtoiletswater dispenser bad shape,10
356,0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,Cleanliness & Facilities,railminindia no water in b of since noon people are buying mineral water to go to washrooms please help pnr,railminindia water b since noon people buying mineral water go washrooms please help pnr,14
